;Scopy version,48fb6a9
;Exported on,Wednesday July 24/07/2019
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+06
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V),M1(V)
5974,0.001974,-0.15648,-0.159897,0.00390625
5975,0.001975,-0.149974,-0.156622,0.00683594
5976,0.001976,-0.146722,-0.148434,0.000976563
5977,0.001977,-0.13859,-0.145159,0.00683594
5978,0.001978,-0.136964,-0.140246,0.00390625
5979,0.001979,-0.127206,-0.133696,0.00683594
5980,0.00198,-0.122327,-0.127146,0.00390625
5981,0.001981,-0.115822,-0.120596,0.00390625
5982,0.001982,-0.109317,-0.114045,0.00390625
5983,0.001983,-0.104438,-0.107495,0.00390625
5984,0.001984,-0.0979328,-0.10422,0.00683594
5985,0.001985,-0.0930539,-0.0976694,0.00390625
5986,0.001986,-0.0865487,-0.0927567,0.00683594
5987,0.001987,-0.0800435,-0.0862064,0.00683594
5988,0.001988,-0.0751646,-0.0812936,0.00683594
5989,0.001989,-0.0686594,-0.0747433,0.00683594
5990,0.00199,-0.0637805,-0.0698306,0.00683594
5991,0.001991,-0.0572753,-0.0632803,0.00683594
5992,0.001992,-0.0523964,-0.0583675,0.00683594
5993,0.001993,-0.0458912,-0.0518172,0.00683594
5994,0.001994,-0.0377596,-0.0452669,0.0078125
5995,0.001995,-0.034507,-0.0387166,0.00390625
5996,0.001996,-0.0263755,-0.0321663,0.00488281
5997,0.001997,-0.0231229,-0.0288911,0.00488281
5998,0.001998,-0.018244,-0.0207032,0.00292969
5999,0.001999,-0.0117388,-0.0174281,0.00488281
6000,0.002,-0.00523361,-0.0092402,0.00390625
6001,0.002001,0.0012716,-0.00268989,0.00390625
6002,0.002002,0.00777681,0.00386042,0.00390625
6003,0.002003,0.0126557,0.00713558,0.00488281
6004,0.002004,0.0175346,0.0136859,0.00390625
6005,0.002005,0.0224135,0.0169611,0.00488281
6006,0.002006,0.0289187,0.0251489,0.00390625
6007,0.002007,0.0354239,0.0316993,0.00390625
6008,0.002008,0.0435554,0.0382496,0.00488281
6009,0.002009,0.0500607,0.0415247,0.0078125
6010,0.00201,0.0533133,0.048075,0.00488281
6011,0.002011,0.0581922,0.0546253,0.00390625
6012,0.002012,0.0630711,0.0595381,0.00390625
6013,0.002013,0.0712026,0.0660884,0.00488281
6014,0.002014,0.0777078,0.0742763,0.00390625
6015,0.002015,0.0858393,0.0808266,0.00488281
6016,0.002016,0.0890919,0.0841018,0.00488281
6017,0.002017,0.0955971,0.0906521,0.00488281
6018,0.002018,0.0988497,0.0955648,0.00390625
6019,0.002019,0.105355,0.102115,0.00390625
6020,0.00202,0.11186,0.107028,0.00390625
6021,0.002021,0.118365,0.113578,0.00390625
6022,0.002022,0.124871,0.120128,0.00390625
6023,0.002023,0.131376,0.126679,0.00390625
6024,0.002024,0.136255,0.131592,0.00390625
6025,0.002025,0.141134,0.136504,0.00390625
6026,0.002026,0.147639,0.141417,0.00683594
6027,0.002027,0.150891,0.147967,0.00292969
6028,0.002028,0.159023,0.156155,0.00292969
6029,0.002029,0.165528,0.15943,0.00683594
6030,0.00203,0.172033,0.167618,0.00390625
6031,0.002031,0.176912,0.174169,0.00292969
6032,0.002032,0.181791,0.177444,0.00390625
6033,0.002033,0.188296,0.182356,0.00683594
6034,0.002034,0.191549,0.187269,0.00390625
6035,0.002035,0.19968,0.193819,0.00683594
6036,0.002036,0.206186,0.20037,0.00488281
6037,0.002037,0.211065,0.20692,0.00390625
6038,0.002038,0.21757,0.211833,0.00488281
6039,0.002039,0.222449,0.218383,0.00390625
6040,0.00204,0.228954,0.223296,0.00488281
6041,0.002041,0.233833,0.229846,0.00390625
6042,0.002042,0.240338,0.234759,0.00488281
6043,0.002043,0.246843,0.241309,0.00488281
6044,0.002044,0.251722,0.246222,0.00488281
6045,0.002045,0.256601,0.251135,0.00488281
6046,0.002046,0.263106,0.257685,0.00488281
6047,0.002047,0.269611,0.262598,0.0078125
6048,0.002048,0.27449,0.269148,0.00488281
6049,0.002049,0.280996,0.274061,0.0078125
6050,0.00205,0.284248,0.280611,0.00390625
6051,0.002051,0.29238,0.287161,0.00488281
6052,0.002052,0.295632,0.290437,0.00488281
6053,0.002053,0.303764,0.295349,0.0078125
6054,0.002054,0.307016,0.3019,0.00488281
6055,0.002055,0.311895,0.306812,0.00488281
6056,0.002056,0.3184,0.313363,0.00488281
6057,0.002057,0.324906,0.316638,0.0078125
6058,0.002058,0.328158,0.323188,0.00488281
6059,0.002059,0.334663,0.329738,0.00488281
6060,0.00206,0.341169,0.333014,0.0078125
6061,0.002061,0.344421,0.339564,0.00390625
6062,0.002062,0.350927,0.346114,0.00390625
6063,0.002063,0.355805,0.349389,0.00683594
6064,0.002064,0.362311,0.357577,0.00390625
6065,0.002065,0.368816,0.360852,0.0078125
6066,0.002066,0.372068,0.367403,0.00390625
6067,0.002067,0.378574,0.372316,0.00683594
6068,0.002068,0.385079,0.378866,0.00683594
6069,0.002069,0.388331,0.382141,0.00683594
6070,0.00207,0.394837,0.388691,0.00683594
6071,0.002071,0.401342,0.395242,0.00683594
6072,0.002072,0.404594,0.400154,0.00390625
6073,0.002073,0.4111,0.406705,0.00390625
6074,0.002074,0.414352,0.40998,0.00390625
6075,0.002075,0.422484,0.41653,0.00683594
6076,0.002076,0.427363,0.421443,0.00683594
6077,0.002077,0.430615,0.426356,0.00390625
6078,0.002078,0.438747,0.429631,0.00878906
6079,0.002079,0.441999,0.436181,0.00488281
6080,0.00208,0.446878,0.442731,0.00390625
6081,0.002081,0.450131,0.446007,0.00390625
6082,0.002082,0.458262,0.450919,0.0078125
6083,0.002083,0.459889,0.45747,0.00292969
6084,0.002084,0.466394,0.460745,0.00488281
6085,0.002085,0.472899,0.467295,0.00488281
6086,0.002086,0.477778,0.472208,0.00488281
6087,0.002087,0.482657,0.478758,0.00390625
6088,0.002088,0.48591,0.482033,0.00390625
6089,0.002089,0.492415,0.486946,0.00488281
6090,0.00209,0.497294,0.491859,0.00488281
6091,0.002091,0.500546,0.496771,0.00390625
6092,0.002092,0.508678,0.503322,0.00488281
6093,0.002093,0.51193,0.508235,0.00390625
6094,0.002094,0.518436,0.509872,0.0078125
6095,0.002095,0.521688,0.516422,0.00488281
6096,0.002096,0.524941,0.521335,0.00390625
6097,0.002097,0.531446,0.527885,0.00390625
6098,0.002098,0.536325,0.531161,0.00488281
6099,0.002099,0.541204,0.536073,0.00488281
6100,0.0021,0.546083,0.539348,0.00683594
6101,0.002101,0.549335,0.545899,0.00390625
6102,0.002102,0.555841,0.550812,0.00488281
6103,0.002103,0.559093,0.552449,0.00683594
6104,0.002104,0.562346,0.558999,0.00390625
6105,0.002105,0.568851,0.56555,0.00390625
6106,0.002106,0.57373,0.568825,0.00488281
6107,0.002107,0.580235,0.575375,0.00390625
6108,0.002108,0.585114,0.57865,0.00683594
6109,0.002109,0.588367,0.580288,0.0078125
6110,0.00211,0.591619,0.586838,0.00390625
6111,0.002111,0.594872,0.590113,0.00390625
6112,0.002112,0.599751,0.595026,0.00390625
6113,0.002113,0.606256,0.601576,0.00390625
6114,0.002114,0.611135,0.604852,0.00683594
6115,0.002115,0.616014,0.609764,0.00683594
6116,0.002116,0.619266,0.613039,0.00683594
6117,0.002117,0.620893,0.616315,0.00390625
6118,0.002118,0.627398,0.61959,0.0078125
6119,0.002119,0.632277,0.62614,0.00683594
6120,0.00212,0.637156,0.63269,0.00390625
6121,0.002121,0.642035,0.635966,0.00683594
6122,0.002122,0.645287,0.640878,0.00390625
6123,0.002123,0.64854,0.644153,0.00390625
6124,0.002124,0.651792,0.647429,0.00390625
6125,0.002125,0.656671,0.652341,0.00390625
6126,0.002126,0.659924,0.655617,0.00390625
6127,0.002127,0.666429,0.660529,0.00683594
6128,0.002128,0.669682,0.665442,0.00390625
6129,0.002129,0.674561,0.668717,0.00488281
6130,0.00213,0.677813,0.671992,0.00488281
6131,0.002131,0.681066,0.675267,0.00488281
6132,0.002132,0.684318,0.68018,0.00390625
6133,0.002133,0.689197,0.683455,0.00488281
6134,0.002134,0.694076,0.690006,0.00390625
6135,0.002135,0.697329,0.691643,0.00488281
6136,0.002136,0.702208,0.694918,0.0078125
6137,0.002137,0.70546,0.701469,0.00390625
6138,0.002138,0.708713,0.703106,0.00488281
6139,0.002139,0.711966,0.706381,0.00488281
6140,0.00214,0.716844,0.711294,0.00488281
6141,0.002141,0.720097,0.714569,0.00488281
6142,0.002142,0.72335,0.717845,0.00488281
6143,0.002143,0.728229,0.722757,0.00488281
6144,0.002144,0.731481,0.724395,0.0078125
6145,0.002145,0.734734,0.729308,0.00488281
6146,0.002146,0.737986,0.732583,0.00488281
6147,0.002147,0.741239,0.735858,0.00488281
6148,0.002148,0.746118,0.739133,0.0078125
6149,0.002149,0.74937,0.745683,0.00390625
6150,0.00215,0.752623,0.747321,0.00488281
6151,0.002151,0.757502,0.752234,0.00488281
6152,0.002152,0.760755,0.755509,0.00488281
6153,0.002153,0.764007,0.758784,0.00488281
6154,0.002154,0.765634,0.760422,0.00488281
6155,0.002155,0.768886,0.763697,0.00488281
6156,0.002156,0.772139,0.766972,0.00488281
6157,0.002157,0.777018,0.773522,0.00390625
6158,0.002158,0.78027,0.77516,0.00488281
6159,0.002159,0.783523,0.778435,0.00488281
6160,0.00216,0.785149,0.78171,0.00390625
6161,0.002161,0.788402,0.78171,0.00683594
6162,0.002162,0.791654,0.78826,0.00390625
6163,0.002163,0.794907,0.791536,0.00390625
6164,0.002164,0.801412,0.794811,0.00683594
6165,0.002165,0.804665,0.796448,0.0078125
6166,0.002166,0.804665,0.801361,0.00390625
6167,0.002167,0.807917,0.802999,0.00488281
6168,0.002168,0.809544,0.802999,0.00683594
6169,0.002169,0.812796,0.807911,0.00488281
6170,0.00217,0.816049,0.811186,0.00390625
6171,0.002171,0.820928,0.814462,0.00683594
6172,0.002172,0.822554,0.819374,0.00390625
6173,0.002173,0.827433,0.819374,0.0078125
6174,0.002174,0.825807,0.82265,0.00390625
6175,0.002175,0.829059,0.824287,0.00390625
6176,0.002176,0.830686,0.824287,0.00683594
6177,0.002177,0.833938,0.830837,0.00390625
6178,0.002178,0.840443,0.83575,0.00390625
6179,0.002179,0.843696,0.837388,0.00683594
6180,0.00218,0.843696,0.840663,0.00390625
6181,0.002181,0.845322,0.8423,0.00390625
6182,0.002182,0.845322,0.8423,0.00390625
6183,0.002183,0.848575,0.845576,0.00390625
6184,0.002184,0.851828,0.848851,0.00390625
6185,0.002185,0.85508,0.852126,0.00390625
6186,0.002186,0.859959,0.855401,0.00390625
6187,0.002187,0.859959,0.855401,0.00390625
6188,0.002188,0.861585,0.857039,0.00390625
6189,0.002189,0.861585,0.860314,0.000976563
6190,0.00219,0.864838,0.860314,0.00390625
6191,0.002191,0.868091,0.863589,0.00390625
6192,0.002192,0.872969,0.868502,0.00390625
6193,0.002193,0.876222,0.868502,0.0078125
6194,0.002194,0.876222,0.873414,0.00292969
6195,0.002195,0.876222,0.873414,0.00292969
6196,0.002196,0.876222,0.873414,0.00292969
6197,0.002197,0.881101,0.875052,0.00683594
6198,0.002198,0.881101,0.878327,0.00292969
6199,0.002199,0.884354,0.881602,0.00292969
6200,0.0022,0.887606,0.884878,0.00292969
6201,0.002201,0.889232,0.884878,0.00390625
6202,0.002202,0.889232,0.886515,0.00292969
6203,0.002203,0.892485,0.886515,0.00683594
6204,0.002204,0.894111,0.88979,0.00390625
6205,0.002205,0.894111,0.88979,0.00390625
6206,0.002206,0.89899,0.894703,0.00390625
6207,0.002207,0.89899,0.893065,0.00683594
6208,0.002208,0.900617,0.896341,0.00390625
6209,0.002209,0.900617,0.894703,0.00683594
6210,0.00221,0.902243,0.897978,0.00390625
6211,0.002211,0.903869,0.899616,0.00390625
6212,0.002212,0.903869,0.902891,0.000976563
6213,0.002213,0.908748,0.902891,0.00488281
6214,0.002214,0.907122,0.902891,0.00390625
6215,0.002215,0.910374,0.906166,0.00390625
6216,0.002216,0.910374,0.906166,0.00390625
6217,0.002217,0.910374,0.906166,0.00390625
6218,0.002218,0.913627,0.911079,0.00292969
6219,0.002219,0.913627,0.909441,0.00390625
6220,0.00222,0.918506,0.911079,0.0078125
6221,0.002221,0.913627,0.911079,0.00292969
6222,0.002222,0.918506,0.911079,0.0078125
6223,0.002223,0.918506,0.915991,0.00292969
6224,0.002224,0.920132,0.914354,0.00488281
6225,0.002225,0.920132,0.914354,0.00488281
6226,0.002226,0.921758,0.917629,0.00390625
6227,0.002227,0.921758,0.917629,0.00390625
6228,0.002228,0.923385,0.915991,0.0078125
6229,0.002229,0.923385,0.920904,0.00292969
6230,0.00223,0.923385,0.919267,0.00390625
6231,0.002231,0.925011,0.919267,0.00488281
6232,0.002232,0.926637,0.919267,0.0078125
6233,0.002233,0.926637,0.924179,0.00292969
6234,0.002234,0.928264,0.924179,0.00390625
6235,0.002235,0.928264,0.924179,0.00390625
6236,0.002236,0.928264,0.922542,0.00488281
6237,0.002237,0.92989,0.925817,0.00390625
6238,0.002238,0.92989,0.925817,0.00390625
6239,0.002239,0.92989,0.925817,0.00390625
6240,0.00224,0.931516,0.925817,0.00488281
6241,0.002241,0.931516,0.927455,0.00390625
6242,0.002242,0.931516,0.927455,0.00390625
6243,0.002243,0.933143,0.925817,0.0078125
6244,0.002244,0.92989,0.925817,0.00390625
6245,0.002245,0.933143,0.927455,0.00488281
6246,0.002246,0.933143,0.93073,0.00292969
6247,0.002247,0.934769,0.929092,0.00488281
6248,0.002248,0.934769,0.929092,0.00488281
6249,0.002249,0.933143,0.929092,0.00390625
6250,0.00225,0.933143,0.929092,0.00390625
6251,0.002251,0.934769,0.929092,0.00488281
6252,0.002252,0.933143,0.929092,0.00390625
6253,0.002253,0.933143,0.929092,0.00390625
6254,0.002254,0.933143,0.929092,0.00390625
6255,0.002255,0.933143,0.929092,0.00390625
6256,0.002256,0.931516,0.925817,0.00488281
6257,0.002257,0.931516,0.927455,0.00390625
6258,0.002258,0.931516,0.925817,0.00488281
6259,0.002259,0.931516,0.925817,0.00488281
6260,0.00226,0.931516,0.925817,0.00488281
6261,0.002261,0.931516,0.925817,0.00488281
6262,0.002262,0.92989,0.925817,0.00390625
6263,0.002263,0.931516,0.927455,0.00390625
6264,0.002264,0.928264,0.922542,0.00488281
6265,0.002265,0.928264,0.925817,0.00292969
6266,0.002266,0.928264,0.922542,0.00488281
6267,0.002267,0.928264,0.924179,0.00390625
6268,0.002268,0.928264,0.924179,0.00390625
6269,0.002269,0.925011,0.920904,0.00390625
6270,0.00227,0.925011,0.919267,0.00488281
6271,0.002271,0.925011,0.920904,0.00390625
6272,0.002272,0.925011,0.920904,0.00390625
6273,0.002273,0.920132,0.917629,0.00292969
6274,0.002274,0.923385,0.917629,0.00488281
6275,0.002275,0.923385,0.915991,0.0078125
6276,0.002276,0.920132,0.915991,0.00390625
6277,0.002277,0.920132,0.914354,0.00488281
6278,0.002278,0.920132,0.915991,0.00390625
6279,0.002279,0.91688,0.912716,0.00390625
6280,0.00228,0.91688,0.911079,0.00488281
6281,0.002281,0.91688,0.912716,0.00390625
6282,0.002282,0.915253,0.909441,0.00488281
6283,0.002283,0.915253,0.909441,0.00488281
6284,0.002284,0.910374,0.906166,0.00390625
6285,0.002285,0.910374,0.904528,0.00488281
6286,0.002286,0.905495,0.904528,0
6287,0.002287,0.908748,0.902891,0.00488281
6288,0.002288,0.905495,0.902891,0.00292969
6289,0.002289,0.907122,0.902891,0.00390625
6290,0.00229,0.902243,0.897978,0.00390625
6291,0.002291,0.903869,0.899616,0.00390625
6292,0.002292,0.900617,0.894703,0.00683594
6293,0.002293,0.89899,0.896341,0.00292969
6294,0.002294,0.897364,0.893065,0.00390625
6295,0.002295,0.89899,0.894703,0.00390625
6296,0.002296,0.894111,0.88979,0.00390625
6297,0.002297,0.890859,0.88979,0.000976563
6298,0.002298,0.890859,0.884878,0.00683594
6299,0.002299,0.889232,0.884878,0.00390625
6300,0.0023,0.887606,0.884878,0.00292969
6301,0.002301,0.887606,0.881602,0.00683594
6302,0.002302,0.884354,0.881602,0.00292969
6303,0.002303,0.884354,0.87669,0.0078125
6304,0.002304,0.881101,0.87669,0.00390625
6305,0.002305,0.877848,0.873414,0.00390625
6306,0.002306,0.876222,0.871777,0.00390625
6307,0.002307,0.874596,0.871777,0.00292969
6308,0.002308,0.874596,0.868502,0.00683594
6309,0.002309,0.871343,0.865227,0.00683594
6310,0.00231,0.868091,0.865227,0.00292969
6311,0.002311,0.864838,0.861951,0.00292969
6312,0.002312,0.863212,0.858676,0.00390625
6313,0.002313,0.859959,0.855401,0.00390625
6314,0.002314,0.859959,0.857039,0.00292969
6315,0.002315,0.856706,0.852126,0.00390625
6316,0.002316,0.856706,0.852126,0.00390625
6317,0.002317,0.851828,0.850488,0.000976563
6318,0.002318,0.848575,0.845576,0.00390625
6319,0.002319,0.845322,0.843938,0.000976563
6320,0.00232,0.843696,0.839025,0.00390625
6321,0.002321,0.84207,0.840663,0.000976563
6322,0.002322,0.84207,0.837388,0.00390625
6323,0.002323,0.837191,0.834113,0.00390625
6324,0.002324,0.833938,0.832475,0.000976563
6325,0.002325,0.830686,0.825925,0.00390625
6326,0.002326,0.827433,0.824287,0.00390625
6327,0.002327,0.82418,0.821012,0.00390625
6328,0.002328,0.822554,0.819374,0.00390625
6329,0.002329,0.822554,0.817737,0.00390625
6330,0.00233,0.819301,0.814462,0.00390625
6331,0.002331,0.814423,0.811186,0.00390625
6332,0.002332,0.814423,0.807911,0.00683594
6333,0.002333,0.809544,0.802999,0.00683594
6334,0.002334,0.806291,0.802999,0.00390625
6335,0.002335,0.803038,0.801361,0.000976563
6336,0.002336,0.803038,0.798086,0.00488281
6337,0.002337,0.801412,0.794811,0.00683594
6338,0.002338,0.796533,0.791536,0.00488281
6339,0.002339,0.793281,0.78826,0.00488281
6340,0.00234,0.786775,0.78171,0.00488281
6341,0.002341,0.785149,0.780073,0.00488281
6342,0.002342,0.783523,0.778435,0.00488281
6343,0.002343,0.78027,0.776797,0.00390625
6344,0.002344,0.777018,0.77516,0.000976563
6345,0.002345,0.772139,0.768609,0.00390625
6346,0.002346,0.768886,0.763697,0.00488281
6347,0.002347,0.764007,0.760422,0.00390625
6348,0.002348,0.764007,0.757146,0.0078125
6349,0.002349,0.760755,0.755509,0.00488281
6350,0.00235,0.757502,0.753871,0.00390625
6351,0.002351,0.754249,0.748959,0.00488281
6352,0.002352,0.74937,0.745683,0.00390625
6353,0.002353,0.744492,0.740771,0.00390625
6354,0.002354,0.741239,0.735858,0.00488281
6355,0.002355,0.737986,0.732583,0.00488281
6356,0.002356,0.73636,0.730945,0.00488281
6357,0.002357,0.733107,0.72767,0.00488281
6358,0.002358,0.728229,0.724395,0.00390625
6359,0.002359,0.72335,0.717845,0.00488281
6360,0.00236,0.720097,0.714569,0.00488281
6361,0.002361,0.715218,0.709657,0.00488281
6362,0.002362,0.711966,0.706381,0.00488281
6363,0.002363,0.708713,0.703106,0.00488281
6364,0.002364,0.707087,0.701469,0.00488281
6365,0.002365,0.702208,0.696556,0.00488281
6366,0.002366,0.697329,0.693281,0.00390625
6367,0.002367,0.69245,0.690006,0.00292969
6368,0.002368,0.689197,0.683455,0.00488281
6369,0.002369,0.685945,0.68018,0.00488281
6370,0.00237,0.682692,0.678543,0.00390625
6371,0.002371,0.679439,0.67363,0.00488281
6372,0.002372,0.674561,0.670355,0.00390625
6373,0.002373,0.669682,0.665442,0.00390625
6374,0.002374,0.664803,0.660529,0.00390625
6375,0.002375,0.659924,0.655617,0.00390625
6376,0.002376,0.656671,0.650704,0.00683594
6377,0.002377,0.653419,0.647429,0.00683594
6378,0.002378,0.650166,0.645791,0.00390625
6379,0.002379,0.646913,0.642516,0.00390625
6380,0.00238,0.642035,0.635966,0.00683594
6381,0.002381,0.635529,0.629415,0.00683594
6382,0.002382,0.629024,0.62614,0.00292969
6383,0.002383,0.625772,0.621227,0.00390625
6384,0.002384,0.620893,0.617952,0.00390625
6385,0.002385,0.620893,0.614677,0.00683594
6386,0.002386,0.616014,0.611402,0.00390625
6387,0.002387,0.611135,0.604852,0.00683594
6388,0.002388,0.60463,0.601576,0.00390625
6389,0.002389,0.601377,0.595026,0.00683594
6390,0.00239,0.593246,0.590113,0.00390625
6391,0.002391,0.591619,0.586838,0.00390625
6392,0.002392,0.58674,0.583563,0.00390625
6393,0.002393,0.583488,0.580288,0.00390625
6394,0.002394,0.578609,0.573738,0.00390625
6395,0.002395,0.57373,0.568825,0.00488281
6396,0.002396,0.567225,0.562275,0.00488281
6397,0.002397,0.563972,0.557362,0.00683594
6398,0.002398,0.560719,0.555724,0.00488281
6399,0.002399,0.554214,0.552449,0.000976563
6400,0.0024,0.552588,0.545899,0.00683594
6401,0.002401,0.546083,0.544261,0.000976563
6402,0.002402,0.539578,0.532798,0.00683594
6403,0.002403,0.534699,0.529523,0.00488281
6404,0.002404,0.528193,0.52461,0.00390625
6405,0.002405,0.524941,0.521335,0.00390625
6406,0.002406,0.521688,0.51806,0.00390625
6407,0.002407,0.518436,0.514785,0.00390625
6408,0.002408,0.513557,0.508235,0.00488281
6409,0.002409,0.507051,0.501684,0.00488281
6410,0.00241,0.500546,0.495134,0.00488281
6411,0.002411,0.494041,0.491859,0.00292969
6412,0.002412,0.492415,0.488584,0.00390625
6413,0.002413,0.48591,0.482033,0.00390625
6414,0.002414,0.482657,0.480396,0.00292969
6415,0.002415,0.476152,0.473845,0.00292969
6416,0.002416,0.472899,0.467295,0.00488281
6417,0.002417,0.466394,0.460745,0.00488281
6418,0.002418,0.458262,0.455832,0.00292969
6419,0.002419,0.456636,0.450919,0.00488281
6420,0.00242,0.450131,0.444369,0.00488281
6421,0.002421,0.446878,0.441094,0.00488281
6422,0.002422,0.441999,0.437819,0.00390625
6423,0.002423,0.435494,0.431268,0.00390625
6424,0.002424,0.430615,0.424718,0.00683594
6425,0.002425,0.42411,0.421443,0.00292969
6426,0.002426,0.417605,0.413255,0.00390625
6427,0.002427,0.414352,0.411617,0.00292969
6428,0.002428,0.409473,0.405067,0.00390625
6429,0.002429,0.406221,0.400154,0.00683594
6430,0.00243,0.399716,0.395242,0.00390625
6431,0.002431,0.391584,0.387054,0.00390625
6432,0.002432,0.386705,0.383779,0.00292969
6433,0.002433,0.381826,0.378866,0.00390625
6434,0.002434,0.376947,0.373953,0.00390625
6435,0.002435,0.372068,0.367403,0.00390625
6436,0.002436,0.368816,0.364128,0.00390625
6437,0.002437,0.360684,0.357577,0.00390625
6438,0.002438,0.355805,0.351027,0.00390625
6439,0.002439,0.346048,0.342839,0.00390625
6440,0.00244,0.342795,0.339564,0.00390625
6441,0.002441,0.337916,0.334651,0.00390625
6442,0.002442,0.334663,0.329738,0.00488281
6443,0.002443,0.329785,0.323188,0.00683594
6444,0.002444,0.323279,0.319913,0.00390625
6445,0.002445,0.316774,0.313363,0.00390625
6446,0.002446,0.310269,0.306812,0.00390625
6447,0.002447,0.30539,0.3019,0.00390625
6448,0.002448,0.298885,0.295349,0.00390625
6449,0.002449,0.297259,0.290437,0.00683594
6450,0.00245,0.290753,0.288799,0.00292969
6451,0.002451,0.284248,0.278974,0.00488281
6452,0.002452,0.277743,0.272423,0.00488281
6453,0.002453,0.271238,0.269148,0.00292969
6454,0.002454,0.266359,0.262598,0.00390625
6455,0.002455,0.26148,0.257685,0.00390625
6456,0.002456,0.256601,0.25441,0.00292969
6457,0.002457,0.250096,0.246222,0.00390625
6458,0.002458,0.246843,0.239672,0.0078125
6459,0.002459,0.238712,0.234759,0.00390625
6460,0.00246,0.232206,0.228209,0.00390625
6461,0.002461,0.227328,0.221658,0.00488281
6462,0.002462,0.220822,0.216746,0.00390625
6463,0.002463,0.215943,0.21347,0.00292969
6464,0.002464,0.211065,0.20692,0.00390625
6465,0.002465,0.206186,0.20037,0.00488281
6466,0.002466,0.19968,0.193819,0.00683594
6467,0.002467,0.193175,0.188907,0.00390625
6468,0.002468,0.18667,0.182356,0.00390625
6469,0.002469,0.180165,0.177444,0.00292969
6470,0.00247,0.175286,0.172531,0.00292969
6471,0.002471,0.170407,0.167618,0.00292969
6472,0.002472,0.165528,0.161068,0.00390625
6473,0.002473,0.159023,0.154518,0.00390625
6474,0.002474,0.152518,0.147967,0.00390625
6475,0.002475,0.146012,0.143055,0.00390625
6476,0.002476,0.141134,0.136504,0.00390625
6477,0.002477,0.134628,0.131592,0.00390625
6478,0.002478,0.129749,0.125041,0.00390625
6479,0.002479,0.124871,0.120128,0.00390625
6480,0.00248,0.118365,0.113578,0.00390625
6481,0.002481,0.110234,0.107028,0.00390625
6482,0.002482,0.106981,0.103753,0.00390625
6483,0.002483,0.0988497,0.0955648,0.00390625
6484,0.002484,0.0955971,0.0922896,0.00390625
6485,0.002485,0.0890919,0.0857393,0.00390625
6486,0.002486,0.0825867,0.079189,0.00390625
6487,0.002487,0.0777078,0.0742763,0.00390625
6488,0.002488,0.0695763,0.067726,0.000976563
6489,0.002489,0.0663237,0.0611757,0.00488281
6490,0.00249,0.0598185,0.0546253,0.00488281
6491,0.002491,0.0533133,0.0513502,0.00292969
6492,0.002492,0.0468081,0.0447999,0.00292969
6493,0.002493,0.0435554,0.0382496,0.00488281
6494,0.002494,0.0370502,0.0333368,0.00390625
6495,0.002495,0.0289187,0.0251489,0.00390625
6496,0.002496,0.0240398,0.0218738,0.00292969
6497,0.002497,0.0175346,0.0153235,0.00292969
6498,0.002498,0.0126557,0.00877316,0.00390625
6499,0.002499,0.00615051,0.00386042,0.00292969
6500,0.0025,-0.000354702,-0.00268989,0.00292969
6501,0.002501,-0.00685991,-0.0108778,0.00390625
6502,0.002502,-0.0101125,-0.0141529,0.00390625
6503,0.002503,-0.0166177,-0.0207032,0.00390625
6504,0.002504,-0.0214966,-0.0272536,0.00488281
6505,0.002505,-0.0280018,-0.0305287,0.00292969
6506,0.002506,-0.0328807,-0.037079,0.00390625
6507,0.002507,-0.0393859,-0.0452669,0.00683594
6508,0.002508,-0.0458912,-0.0485421,0.00292969
6509,0.002509,-0.0507701,-0.0550924,0.00390625
6510,0.00251,-0.0572753,-0.0616427,0.00390625
6511,0.002511,-0.0637805,-0.0665554,0.00292969
6512,0.002512,-0.0670331,-0.0731058,0.00683594
6513,0.002513,-0.0735383,-0.0796561,0.00683594
6514,0.002514,-0.0800435,-0.0845688,0.00390625
6515,0.002515,-0.0865487,-0.0927567,0.00683594
6516,0.002516,-0.0914276,-0.0976694,0.00683594
6517,0.002517,-0.0979328,-0.100945,0.00390625
6518,0.002518,-0.104438,-0.109132,0.00390625
6519,0.002519,-0.110943,-0.114045,0.00390625
6520,0.00252,-0.115822,-0.120596,0.00390625
6521,0.002521,-0.122327,-0.123871,0.000976563
6522,0.002522,-0.127206,-0.132059,0.00390625
6523,0.002523,-0.133711,-0.138609,0.00488281
6524,0.002524,-0.140217,-0.141884,0.000976563
6525,0.002525,-0.145096,-0.150072,0.00488281
6526,0.002526,-0.151601,-0.156622,0.00488281
6527,0.002527,-0.158106,-0.161535,0.00390625
6528,0.002528,-0.162985,-0.16481,0.000976563
6529,0.002529,-0.16949,-0.17136,0.000976563
6530,0.00253,-0.172743,-0.177911,0.00488281
6531,0.002531,-0.180874,-0.184461,0.00390625
6532,0.002532,-0.185753,-0.189374,0.00390625
6533,0.002533,-0.192258,-0.195924,0.00390625
6534,0.002534,-0.197137,-0.200837,0.00390625
6535,0.002535,-0.203642,-0.207387,0.00390625
6536,0.002536,-0.206895,-0.210662,0.00390625
6537,0.002537,-0.215027,-0.217213,0.00292969
6538,0.002538,-0.218279,-0.223763,0.00488281
6539,0.002539,-0.226411,-0.230313,0.00390625
6540,0.00254,-0.232916,-0.236864,0.00390625
