;Scopy version,6fa2c03
;Exported on,Wednesday September 25/09/2019
;Device,M2K
;Nr of samples,3200
;Sample rate,1e+07
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
2634,0.0001034,-1.51376,-1.44801
2635,0.0001035,-1.5122,-1.44801
2636,0.0001036,-1.51376,-1.45114
2637,0.0001037,-1.5122,-1.45114
2638,0.0001038,-1.5122,-1.44957
2639,0.0001039,-1.51531,-1.45271
2640,0.000104,-1.51376,-1.45114
2641,0.0001041,-1.5122,-1.45271
2642,0.0001042,-1.5122,-1.44957
2643,0.0001043,-1.5122,-1.45271
2644,0.0001044,-1.5122,-1.44957
2645,0.0001045,-1.51376,-1.44957
2646,0.0001046,-1.51376,-1.44957
2647,0.0001047,-1.51687,-1.44957
2648,0.0001048,-1.51531,-1.44957
2649,0.0001049,-1.51687,-1.45271
2650,0.000105,-1.51376,-1.45114
2651,0.0001051,-1.51531,-1.45114
2652,0.0001052,-1.51531,-1.45114
2653,0.0001053,-1.51531,-1.45114
2654,0.0001054,-1.51531,-1.45427
2655,0.0001055,-1.51531,-1.45114
2656,0.0001056,-1.51376,-1.45114
2657,0.0001057,-1.51687,-1.45114
2658,0.0001058,-1.51531,-1.45114
2659,0.0001059,-1.51531,-1.45114
2660,0.000106,-1.51376,-1.45114
2661,0.0001061,-1.51531,-1.45114
2662,0.0001062,-1.5122,-1.45114
2663,0.0001063,-1.51687,-1.45114
2664,0.0001064,-1.51687,-1.45114
2665,0.0001065,-1.51687,-1.45114
2666,0.0001066,-1.51531,-1.45114
2667,0.0001067,-1.51531,-1.45114
2668,0.0001068,-1.51531,-1.45271
2669,0.0001069,-1.51531,-1.45114
2670,0.000107,-1.51376,-1.45114
2671,0.0001071,-1.51376,-1.45114
2672,0.0001072,-1.51376,-1.45114
2673,0.0001073,-1.51531,-1.45114
2674,0.0001074,-1.51531,-1.44957
2675,0.0001075,-1.51531,-1.44957
2676,0.0001076,-1.51531,-1.44957
2677,0.0001077,-1.51687,-1.44957
2678,0.0001078,-1.51376,-1.44957
2679,0.0001079,-1.51376,-1.44957
2680,0.000108,-1.51376,-1.44957
2681,0.0001081,-1.51376,-1.45114
2682,0.0001082,-1.51531,-1.44801
2683,0.0001083,-1.51531,-1.44801
2684,0.0001084,-1.51376,-1.44801
2685,0.0001085,-1.51531,-1.45114
2686,0.0001086,-1.51376,-1.44957
2687,0.0001087,-1.51376,-1.45114
2688,0.0001088,-1.51376,-1.44801
2689,0.0001089,-1.51531,-1.44957
2690,0.000109,-1.51531,-1.44957
2691,0.0001091,-1.5122,-1.44957
2692,0.0001092,-1.51531,-1.44957
2693,0.0001093,-1.51376,-1.45114
2694,0.0001094,-1.51531,-1.44801
2695,0.0001095,-1.5122,-1.44801
2696,0.0001096,-1.5122,-1.45114
2697,0.0001097,-1.51376,-1.45114
2698,0.0001098,-1.5122,-1.44801
2699,0.0001099,-1.51531,-1.44801
2700,0.00011,-1.51376,-1.44957
2701,0.0001101,-1.51376,-1.44957
2702,0.0001102,-1.51376,-1.44801
2703,0.0001103,-1.51376,-1.44801
2704,0.0001104,-1.51687,-1.44801
2705,0.0001105,-1.51376,-1.44801
2706,0.0001106,-1.51376,-1.44801
2707,0.0001107,-1.51531,-1.45114
2708,0.0001108,-1.51376,-1.44957
2709,0.0001109,-1.51687,-1.45114
2710,0.000111,-1.51531,-1.45114
2711,0.0001111,-1.51531,-1.45114
2712,0.0001112,-1.51842,-1.45114
2713,0.0001113,-1.51376,-1.45114
2714,0.0001114,-1.51687,-1.45271
2715,0.0001115,-1.51376,-1.44957
2716,0.0001116,-1.51531,-1.45271
2717,0.0001117,-1.51531,-1.44957
2718,0.0001118,-1.51531,-1.44957
2719,0.0001119,-1.51842,-1.44957
2720,0.000112,-1.51687,-1.44957
2721,0.0001121,-1.51531,-1.44957
2722,0.0001122,-1.51687,-1.45271
2723,0.0001123,-1.51687,-1.45114
2724,0.0001124,-1.51842,-1.45114
2725,0.0001125,-1.51687,-1.45114
2726,0.0001126,-1.51842,-1.45114
2727,0.0001127,-1.51531,-1.45114
2728,0.0001128,-1.51842,-1.45114
2729,0.0001129,-1.51531,-1.45114
2730,0.000113,-1.51842,-1.45114
2731,0.0001131,-1.51687,-1.45114
2732,0.0001132,-1.51842,-1.44957
2733,0.0001133,-1.51687,-1.45271
2734,0.0001134,-1.51842,-1.45114
2735,0.0001135,-1.51531,-1.45114
2736,0.0001136,-1.51687,-1.45114
2737,0.0001137,-1.51687,-1.45114
2738,0.0001138,-1.51687,-1.45114
2739,0.0001139,-1.51687,-1.45114
2740,0.000114,-1.51687,-1.45114
2741,0.0001141,-1.51687,-1.45114
2742,0.0001142,-1.51531,-1.45114
2743,0.0001143,-1.51842,-1.45271
2744,0.0001144,-1.51687,-1.44957
2745,0.0001145,-1.51531,-1.45114
2746,0.0001146,-1.51842,-1.44957
2747,0.0001147,-1.51687,-1.45271
2748,0.0001148,-1.51687,-1.45271
2749,0.0001149,-1.51687,-1.44957
2750,0.000115,-1.51687,-1.44957
2751,0.0001151,-1.51531,-1.44957
2752,0.0001152,-1.51531,-1.44957
2753,0.0001153,-1.51842,-1.44957
2754,0.0001154,-1.51687,-1.44957
2755,0.0001155,-1.51687,-1.44957
2756,0.0001156,-1.51687,-1.44801
2757,0.0001157,-1.51687,-1.45114
2758,0.0001158,-1.51687,-1.44957
2759,0.0001159,-1.51687,-1.44957
2760,0.000116,-1.51687,-1.45114
2761,0.0001161,-1.51842,-1.44957
2762,0.0001162,-1.51376,-1.44801
2763,0.0001163,-1.51687,-1.44801
2764,0.0001164,-1.51531,-1.44957
2765,0.0001165,-1.51842,-1.44957
2766,0.0001166,-1.51842,-1.44957
2767,0.0001167,-1.51687,-1.44957
2768,0.0001168,-1.51687,-1.44957
2769,0.0001169,-1.51687,-1.44957
2770,0.000117,-1.51687,-1.45114
2771,0.0001171,-1.51998,-1.45114
2772,0.0001172,-1.51998,-1.45114
2773,0.0001173,-1.51687,-1.45114
2774,0.0001174,-1.51998,-1.45114
2775,0.0001175,-1.51687,-1.45114
2776,0.0001176,-1.51687,-1.45114
2777,0.0001177,-1.51687,-1.45114
2778,0.0001178,-1.51531,-1.45114
2779,0.0001179,-1.51842,-1.45114
2780,0.000118,-1.51842,-1.45114
2781,0.0001181,-1.51687,-1.44957
2782,0.0001182,-1.51687,-1.44957
2783,0.0001183,-1.51687,-1.45114
2784,0.0001184,-1.51687,-1.44801
2785,0.0001185,-1.51998,-1.45114
2786,0.0001186,-1.51687,-1.44957
2787,0.0001187,-1.51842,-1.45271
2788,0.0001188,-1.51842,-1.45114
2789,0.0001189,-1.51687,-1.45114
2790,0.000119,-1.51842,-1.45114
2791,0.0001191,-1.51842,-1.45271
2792,0.0001192,-1.51842,-1.44957
2793,0.0001193,-1.51842,-1.44957
2794,0.0001194,-1.51842,-1.44957
2795,0.0001195,-1.51998,-1.44957
2796,0.0001196,-1.51687,-1.45271
2797,0.0001197,-1.51842,-1.45114
2798,0.0001198,-1.51998,-1.45114
2799,0.0001199,-1.51687,-1.45114
2800,0.00012,-1.51687,-1.45114
2801,0.0001201,-1.51687,-1.45114
2802,0.0001202,-1.51687,-1.45114
2803,0.0001203,-1.51842,-1.45114
2804,0.0001204,-1.51531,-1.45114
2805,0.0001205,-1.51842,-1.44801
2806,0.0001206,-1.51531,-1.44957
2807,0.0001207,-1.51531,-1.44957
2808,0.0001208,-1.51687,-1.45114
2809,0.0001209,-1.51687,-1.44801
2810,0.000121,-1.51998,-1.44801
2811,0.0001211,-1.51842,-1.44957
2812,0.0001212,-1.51998,-1.44957
2813,0.0001213,-1.51687,-1.45114
2814,0.0001214,-1.51842,-1.44801
2815,0.0001215,-1.51687,-1.44801
2816,0.0001216,-1.51842,-1.44801
2817,0.0001217,-1.51842,-1.44801
2818,0.0001218,-1.51842,-1.44644
2819,0.0001219,-1.51687,-1.44957
2820,0.000122,-1.51687,-1.44801
2821,0.0001221,-1.51531,-1.44801
2822,0.0001222,-1.51842,-1.44801
2823,0.0001223,-1.51842,-1.44801
2824,0.0001224,-1.51998,-1.45114
2825,0.0001225,-1.51687,-1.44957
2826,0.0001226,-1.51531,-1.44957
2827,0.0001227,-1.51687,-1.45114
2828,0.0001228,-1.51687,-1.44801
2829,0.0001229,-1.51842,-1.44801
2830,0.000123,-1.51842,-1.45114
2831,0.0001231,-1.51842,-1.44957
2832,0.0001232,-1.51842,-1.44957
2833,0.0001233,-1.51842,-1.44957
2834,0.0001234,-1.51687,-1.44957
2835,0.0001235,-1.51998,-1.44957
2836,0.0001236,-1.51842,-1.45114
2837,0.0001237,-1.51998,-1.44957
2838,0.0001238,-1.51687,-1.44957
2839,0.0001239,-1.51998,-1.45114
2840,0.000124,-1.51687,-1.44801
2841,0.0001241,-1.51842,-1.45114
2842,0.0001242,-1.51842,-1.44957
2843,0.0001243,-1.51842,-1.44957
2844,0.0001244,-1.52153,-1.44957
2845,0.0001245,-1.51998,-1.44957
2846,0.0001246,-1.51998,-1.44957
2847,0.0001247,-1.51842,-1.44957
2848,0.0001248,-1.51842,-1.45114
2849,0.0001249,-1.51842,-1.45114
2850,0.000125,-1.51842,-1.45271
2851,0.0001251,-1.51842,-1.44957
2852,0.0001252,-1.51842,-1.44957
2853,0.0001253,-1.51998,-1.44957
2854,0.0001254,-1.51998,-1.45114
2855,0.0001255,-1.51998,-1.44957
2856,0.0001256,-1.51998,-1.44957
2857,0.0001257,-1.51998,-1.44957
2858,0.0001258,-1.51998,-1.45271
2859,0.0001259,-1.52153,-1.44957
2860,0.000126,-1.51842,-1.44957
2861,0.0001261,-1.51998,-1.45114
2862,0.0001262,-1.51687,-1.45114
2863,0.0001263,-1.51842,-1.44957
2864,0.0001264,-1.51842,-1.44957
2865,0.0001265,-1.51842,-1.44957
2866,0.0001266,-1.51842,-1.44957
2867,0.0001267,-1.51842,-1.45114
2868,0.0001268,-1.51842,-1.44801
2869,0.0001269,-1.51842,-1.44957
2870,0.000127,-1.51842,-1.45114
2871,0.0001271,-1.51998,-1.44957
2872,0.0001272,-1.51842,-1.44957
2873,0.0001273,-1.51998,-1.44801
2874,0.0001274,-1.51842,-1.44801
2875,0.0001275,-1.51842,-1.44801
2876,0.0001276,-1.51842,-1.44801
2877,0.0001277,-1.51687,-1.44801
2878,0.0001278,-1.51998,-1.44801
2879,0.0001279,-1.51998,-1.44801
2880,0.000128,-1.51687,-1.44801
2881,0.0001281,-1.51687,-1.44801
2882,0.0001282,-1.51998,-1.44957
2883,0.0001283,-1.51687,-1.45114
2884,0.0001284,-1.51687,-1.44957
2885,0.0001285,-1.51687,-1.44957
2886,0.0001286,-1.51687,-1.44801
2887,0.0001287,-1.51531,-1.44801
2888,0.0001288,-1.51842,-1.44801
2889,0.0001289,-1.51687,-1.44801
2890,0.000129,-1.51687,-1.44957
2891,0.0001291,-1.51687,-1.44957
2892,0.0001292,-1.51687,-1.44801
2893,0.0001293,-1.51998,-1.44801
2894,0.0001294,-1.51998,-1.44801
2895,0.0001295,-1.51842,-1.44801
2896,0.0001296,-1.51842,-1.44801
2897,0.0001297,-1.51687,-1.45114
2898,0.0001298,-1.51998,-1.44957
2899,0.0001299,-1.51998,-1.44957
2900,0.00013,-1.52153,-1.44801
2901,0.0001301,-1.51998,-1.44957
2902,0.0001302,-1.51842,-1.44957
2903,0.0001303,-1.51842,-1.45271
2904,0.0001304,-1.51842,-1.45114
2905,0.0001305,-1.52153,-1.45114
2906,0.0001306,-1.51998,-1.44957
2907,0.0001307,-1.51998,-1.44957
2908,0.0001308,-1.51998,-1.44957
2909,0.0001309,-1.52153,-1.44957
2910,0.000131,-1.51842,-1.45114
2911,0.0001311,-1.52153,-1.45114
2912,0.0001312,-1.51998,-1.44957
2913,0.0001313,-1.52308,-1.45271
2914,0.0001314,-1.51998,-1.44957
2915,0.0001315,-1.51998,-1.44957
2916,0.0001316,-1.51998,-1.45271
2917,0.0001317,-1.51998,-1.45114
2918,0.0001318,-1.52308,-1.45114
2919,0.0001319,-1.52153,-1.45114
2920,0.000132,-1.52153,-1.45271
2921,0.0001321,-1.52308,-1.45271
2922,0.0001322,-1.51998,-1.45271
2923,0.0001323,-1.51998,-1.45114
2924,0.0001324,-1.51998,-1.45114
2925,0.0001325,-1.51998,-1.45114
2926,0.0001326,-1.51998,-1.44957
2927,0.0001327,-1.51998,-1.45114
2928,0.0001328,-1.51998,-1.44957
2929,0.0001329,-1.51998,-1.44957
2930,0.000133,-1.52153,-1.44957
2931,0.0001331,-1.51998,-1.44957
2932,0.0001332,-1.51998,-1.45271
2933,0.0001333,-1.51842,-1.44957
2934,0.0001334,-1.52153,-1.44957
2935,0.0001335,-1.51998,-1.44957
2936,0.0001336,-1.51998,-1.44957
2937,0.0001337,-1.51998,-1.45114
2938,0.0001338,-1.51998,-1.44957
2939,0.0001339,-1.52153,-1.44957
2940,0.000134,-1.51842,-1.44957
2941,0.0001341,-1.51842,-1.45114
2942,0.0001342,-1.51998,-1.44801
2943,0.0001343,-1.51842,-1.44957
2944,0.0001344,-1.52153,-1.44957
2945,0.0001345,-1.51998,-1.44957
2946,0.0001346,-1.51998,-1.44957
2947,0.0001347,-1.51998,-1.44801
2948,0.0001348,-1.51842,-1.44801
2949,0.0001349,-1.51842,-1.44801
2950,0.000135,-1.52153,-1.44801
2951,0.0001351,-1.51998,-1.44801
2952,0.0001352,-1.51998,-1.44801
2953,0.0001353,-1.51842,-1.44957
2954,0.0001354,-1.51998,-1.44957
2955,0.0001355,-1.51842,-1.44957
2956,0.0001356,-1.51842,-1.44957
2957,0.0001357,-1.51842,-1.44957
2958,0.0001358,-1.51842,-1.44801
2959,0.0001359,-1.51687,-1.44801
2960,0.000136,-1.51842,-1.44801
2961,0.0001361,-1.52153,-1.44957
2962,0.0001362,-1.51998,-1.44957
2963,0.0001363,-1.51998,-1.44957
2964,0.0001364,-1.51998,-1.44957
2965,0.0001365,-1.52153,-1.44957
2966,0.0001366,-1.51998,-1.44957
2967,0.0001367,-1.51998,-1.44957
2968,0.0001368,-1.51998,-1.45114
2969,0.0001369,-1.51998,-1.44957
2970,0.000137,-1.51998,-1.44957
2971,0.0001371,-1.51998,-1.44957
2972,0.0001372,-1.51998,-1.45271
2973,0.0001373,-1.51998,-1.44957
2974,0.0001374,-1.51998,-1.44957
2975,0.0001375,-1.51842,-1.44957
2976,0.0001376,-1.52153,-1.44957
2977,0.0001377,-1.52153,-1.44801
2978,0.0001378,-1.52153,-1.45114
2979,0.0001379,-1.52308,-1.44957
2980,0.000138,-1.51998,-1.44957
2981,0.0001381,-1.52153,-1.44957
2982,0.0001382,-1.52308,-1.45271
2983,0.0001383,-1.51998,-1.45114
2984,0.0001384,-1.52153,-1.45114
2985,0.0001385,-1.52153,-1.45114
2986,0.0001386,-1.52153,-1.45114
2987,0.0001387,-1.51998,-1.44957
2988,0.0001388,-1.52308,-1.45271
2989,0.0001389,-1.52153,-1.45114
2990,0.000139,-1.52308,-1.45114
2991,0.0001391,-1.51998,-1.44957
2992,0.0001392,-1.52464,-1.45114
2993,0.0001393,-1.52153,-1.44801
2994,0.0001394,-1.52153,-1.45271
2995,0.0001395,-1.51998,-1.45271
2996,0.0001396,-1.51998,-1.44957
2997,0.0001397,-1.51998,-1.45271
2998,0.0001398,-1.52153,-1.44957
2999,0.0001399,-1.51842,-1.44957
3000,0.00014,-1.51842,-1.44957
3001,0.0001401,-1.52153,-1.45114
3002,0.0001402,-1.51998,-1.44801
3003,0.0001403,-1.51998,-1.45114
3004,0.0001404,-1.51998,-1.44957
3005,0.0001405,-1.51998,-1.44957
3006,0.0001406,-1.52153,-1.44957
3007,0.0001407,-1.52153,-1.44957
3008,0.0001408,-1.51998,-1.44957
3009,0.0001409,-1.51998,-1.44801
3010,0.000141,-1.51998,-1.44957
3011,0.0001411,-1.52153,-1.44957
3012,0.0001412,-1.52153,-1.44957
3013,0.0001413,-1.51998,-1.44957
3014,0.0001414,-1.51998,-1.44801
3015,0.0001415,-1.51998,-1.44957
3016,0.0001416,-1.51998,-1.44801
3017,0.0001417,-1.51998,-1.44801
3018,0.0001418,-1.51687,-1.44801
3019,0.0001419,-1.52153,-1.44801
3020,0.000142,-1.51998,-1.44801
3021,0.0001421,-1.51998,-1.44957
3022,0.0001422,-1.51998,-1.44957
3023,0.0001423,-1.52153,-1.44957
3024,0.0001424,-1.51842,-1.44957
3025,0.0001425,-1.51998,-1.44957
3026,0.0001426,-1.52308,-1.45271
3027,0.0001427,-1.52153,-1.44957
3028,0.0001428,-1.51998,-1.44957
3029,0.0001429,-1.51687,-1.44957
3030,0.000143,-1.53863,-1.45427
3031,0.0001431,-0.36988,-1.34933
3032,0.0001432,1.52622,-1.25692
3033,0.0001433,1.39567,-1.34306
3034,0.0001434,1.40966,-1.32583
3035,0.0001435,1.40966,-1.23655
3036,0.0001436,1.41743,-0.895096
3037,0.0001437,1.42054,-0.890397
3038,0.0001438,1.42054,-0.870035
3039,0.0001439,1.42209,-0.826178
3040,0.000144,1.42209,-0.807382
3041,0.0001441,1.42365,-0.785453
3042,0.0001442,1.42054,-0.76979
3043,0.0001443,1.42365,-0.754127
3044,0.0001444,1.42365,-0.738464
3045,0.0001445,1.42365,-0.725933
3046,0.0001446,1.4252,-0.71027
3047,0.0001447,1.4252,-0.697739
3048,0.0001448,1.4252,-0.683643
3049,0.0001449,1.42676,-0.669546
3050,0.000145,1.42676,-0.653882
3051,0.0001451,1.42831,-0.638219
3052,0.0001452,1.42676,-0.624122
3053,0.0001453,1.42986,-0.608459
3054,0.0001454,1.42831,-0.592796
3055,0.0001455,1.42831,-0.577133
3056,0.0001456,1.42831,-0.561469
3057,0.0001457,1.42831,-0.545806
3058,0.0001458,1.42676,-0.533276
3059,0.0001459,1.42676,-0.516046
3060,0.000146,1.42831,-0.500383
3061,0.0001461,1.42365,-0.486286
3062,0.0001462,1.42676,-0.473756
3063,0.0001463,1.42676,-0.453393
3064,0.0001464,1.42676,-0.440863
3065,0.0001465,1.42676,-0.4252
3066,0.0001466,1.42365,-0.409536
3067,0.0001467,1.42676,-0.393873
3068,0.0001468,1.42831,-0.379776
3069,0.0001469,1.42986,-0.364113
3070,0.000147,1.42986,-0.34845
3071,0.0001471,1.42986,-0.334353
3072,0.0001472,1.42831,-0.317123
3073,0.0001473,1.42831,-0.299894
3074,0.0001474,1.43142,-0.284231
3075,0.0001475,1.43297,-0.270134
3076,0.0001476,1.43453,-0.254471
3077,0.0001477,1.43453,-0.240374
3078,0.0001478,1.43608,-0.224711
3079,0.0001479,1.43608,-0.207481
3080,0.000148,1.43608,-0.191818
3081,0.0001481,1.43608,-0.177721
3082,0.0001482,1.43763,-0.162058
3083,0.0001483,1.43763,-0.146394
3084,0.0001484,1.43763,-0.132298
3085,0.0001485,1.43763,-0.116634
3086,0.0001486,1.44074,-0.100971
3087,0.0001487,1.43919,-0.0837416
3088,0.0001488,1.43919,-0.0712111
3089,0.0001489,1.4423,-0.0555479
3090,0.000149,1.44074,-0.0398847
3091,0.0001491,1.44385,-0.0242215
3092,0.0001492,1.44385,-0.00855826
3093,0.0001493,1.44541,0.00710495
3094,0.0001494,1.44541,0.0227682
3095,0.0001495,1.44696,0.0384314
3096,0.0001496,1.44851,0.0509619
3097,0.0001497,1.44851,0.0666251
3098,0.0001498,1.44851,0.0838547
3099,0.0001499,1.45007,0.0963852
3100,0.00015,1.45318,0.112048
3101,0.0001501,1.45007,0.126145
3102,0.0001502,1.45162,0.141809
3103,0.0001503,1.45473,0.157472
3104,0.0001504,1.45473,0.171569
3105,0.0001505,1.45473,0.187232
3106,0.0001506,1.45628,0.201329
3107,0.0001507,1.45784,0.218558
3108,0.0001508,1.45628,0.231089
3109,0.0001509,1.45784,0.246752
3110,0.000151,1.45628,0.262415
3111,0.0001511,1.45939,0.278078
3112,0.0001512,1.46095,0.292175
3113,0.0001513,1.4625,0.306272
3114,0.0001514,1.46406,0.321935
3115,0.0001515,1.46406,0.337599
3116,0.0001516,1.46561,0.350129
3117,0.0001517,1.46561,0.367359
3118,0.0001518,1.46716,0.383022
3119,0.0001519,1.46716,0.397119
3120,0.000152,1.46872,0.411216
3121,0.0001521,1.46716,0.426879
3122,0.0001522,1.47338,0.440976
3123,0.0001523,1.47183,0.456639
3124,0.0001524,1.47338,0.472302
3125,0.0001525,1.47649,0.487965
3126,0.0001526,1.47494,0.502062
3127,0.0001527,1.4796,0.517726
3128,0.0001528,1.47649,0.533389
3129,0.0001529,1.48115,0.545919
3130,0.000153,1.48581,0.563149
3131,0.0001531,1.48115,0.575679
3132,0.0001532,1.48426,0.591343
3133,0.0001533,1.48581,0.607006
3134,0.0001534,1.48892,0.619536
3135,0.0001535,1.49048,0.636766
3136,0.0001536,1.49048,0.649296
3137,0.0001537,1.49048,0.666526
3138,0.0001538,1.49359,0.680623
3139,0.0001539,1.49359,0.69472
3140,0.000154,1.49669,0.708817
3141,0.0001541,1.49825,0.72448
3142,0.0001542,1.49825,0.738577
3143,0.0001543,1.50291,0.75424
3144,0.0001544,1.4998,0.766771
3145,0.0001545,1.50446,0.782434
3146,0.0001546,1.50446,0.798097
3147,0.0001547,1.50757,0.812194
3148,0.0001548,1.51068,0.827857
3149,0.0001549,1.51068,0.841954
3150,0.000155,1.51224,0.859183
3151,0.0001551,1.51379,0.871714
3152,0.0001552,1.51379,0.885811
3153,0.0001553,1.51534,0.90304
3154,0.0001554,1.51534,0.915571
3155,0.0001555,1.52001,0.929668
3156,0.0001556,1.52001,0.945331
3157,0.0001557,1.52001,0.960994
3158,0.0001558,1.52156,0.976658
3159,0.0001559,1.52311,0.992321
3160,0.000156,1.52467,1.00798
3161,0.0001561,1.52622,1.02365
3162,0.0001562,1.52622,1.03774
3163,0.0001563,1.52622,1.05654
3164,0.0001564,1.52622,1.07064
3165,0.0001565,1.52778,1.0863
3166,0.0001566,1.52467,1.10196
3167,0.0001567,1.52622,1.11919
3168,0.0001568,1.52622,1.13486
3169,0.0001569,1.52622,1.15365
3170,0.000157,1.52622,1.16618
3171,0.0001571,1.52622,1.18028
3172,0.0001572,1.52622,1.18654
3173,0.0001573,1.52622,1.19281
3174,0.0001574,1.52467,1.19594
3175,0.0001575,1.52467,1.19908
3176,0.0001576,1.52467,1.19908
3177,0.0001577,1.52622,1.20064
3178,0.0001578,1.52622,1.20377
3179,0.0001579,1.52311,1.21004
3180,0.000158,1.52622,1.2163
3181,0.0001581,1.52467,1.22414
3182,0.0001582,1.52778,1.23353
3183,0.0001583,1.52467,1.24293
3184,0.0001584,1.52622,1.25233
3185,0.0001585,1.52467,1.26173
3186,0.0001586,1.52778,1.27113
3187,0.0001587,1.52622,1.28209
3188,0.0001588,1.52622,1.29149
3189,0.0001589,1.52778,1.30089
3190,0.000159,1.52778,1.31185
3191,0.0001591,1.52622,1.32125
3192,0.0001592,1.52778,1.32908
3193,0.0001593,1.52778,1.34161
3194,0.0001594,1.52778,1.35101
3195,0.0001595,1.52778,1.36041
3196,0.0001596,1.52778,1.37137
3197,0.0001597,1.52778,1.38077
3198,0.0001598,1.52933,1.3886
3199,0.0001599,1.52778,1.40113
