;Scopy version,48fb6a9
;Exported on,Wednesday July 24/07/2019
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+06
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
6060,0.00206,0.355805
6061,0.002061,0.359058
6062,0.002062,0.36719
6063,0.002063,0.373695
6064,0.002064,0.378574
6065,0.002065,0.385079
6066,0.002066,0.389958
6067,0.002067,0.39321
6068,0.002068,0.399716
6069,0.002069,0.404594
6070,0.00207,0.414352
6071,0.002071,0.417605
6072,0.002072,0.42411
6073,0.002073,0.428989
6074,0.002074,0.433868
6075,0.002075,0.43712
6076,0.002076,0.445252
6077,0.002077,0.448505
6078,0.002078,0.456636
6079,0.002079,0.459889
6080,0.00208,0.466394
6081,0.002081,0.469647
6082,0.002082,0.476152
6083,0.002083,0.479404
6084,0.002084,0.487536
6085,0.002085,0.492415
6086,0.002086,0.49892
6087,0.002087,0.502173
6088,0.002088,0.507051
6089,0.002089,0.51193
6090,0.00209,0.515183
6091,0.002091,0.523315
6092,0.002092,0.52982
6093,0.002093,0.534699
6094,0.002094,0.537951
6095,0.002095,0.544456
6096,0.002096,0.547709
6097,0.002097,0.554214
6098,0.002098,0.557467
6099,0.002099,0.563972
6100,0.0021,0.570477
6101,0.002101,0.57373
6102,0.002102,0.576982
6103,0.002103,0.583488
6104,0.002104,0.58674
6105,0.002105,0.593246
6106,0.002106,0.599751
6107,0.002107,0.603003
6108,0.002108,0.607882
6109,0.002109,0.611135
6110,0.00211,0.61764
6111,0.002111,0.622519
6112,0.002112,0.629024
6113,0.002113,0.63065
6114,0.002114,0.637156
6115,0.002115,0.640408
6116,0.002116,0.643661
6117,0.002117,0.650166
6118,0.002118,0.655045
6119,0.002119,0.659924
6120,0.00212,0.664803
6121,0.002121,0.668055
6122,0.002122,0.672934
6123,0.002123,0.676187
6124,0.002124,0.677813
6125,0.002125,0.684318
6126,0.002126,0.690824
6127,0.002127,0.694076
6128,0.002128,0.698955
6129,0.002129,0.702208
6130,0.00213,0.70546
6131,0.002131,0.710339
6132,0.002132,0.715218
6133,0.002133,0.718471
6134,0.002134,0.724976
6135,0.002135,0.726602
6136,0.002136,0.731481
6137,0.002137,0.734734
6138,0.002138,0.737986
6139,0.002139,0.742865
6140,0.00214,0.747744
6141,0.002141,0.750997
6142,0.002142,0.754249
6143,0.002143,0.760755
6144,0.002144,0.760755
6145,0.002145,0.765634
6146,0.002146,0.768886
6147,0.002147,0.773765
6148,0.002148,0.778644
6149,0.002149,0.781897
6150,0.00215,0.783523
6151,0.002151,0.786775
6152,0.002152,0.790028
6153,0.002153,0.793281
6154,0.002154,0.79816
6155,0.002155,0.804665
6156,0.002156,0.806291
6157,0.002157,0.81117
6158,0.002158,0.81117
6159,0.002159,0.814423
6160,0.00216,0.817675
6161,0.002161,0.822554
6162,0.002162,0.825807
6163,0.002163,0.830686
6164,0.002164,0.830686
6165,0.002165,0.833938
6166,0.002166,0.835564
6167,0.002167,0.84207
6168,0.002168,0.845322
6169,0.002169,0.850201
6170,0.00217,0.850201
6171,0.002171,0.851828
6172,0.002172,0.85508
6173,0.002173,0.858333
6174,0.002174,0.861585
6175,0.002175,0.866464
6176,0.002176,0.868091
6177,0.002177,0.871343
6178,0.002178,0.871343
6179,0.002179,0.872969
6180,0.00218,0.876222
6181,0.002181,0.882727
6182,0.002182,0.884354
6183,0.002183,0.889232
6184,0.002184,0.889232
6185,0.002185,0.890859
6186,0.002186,0.890859
6187,0.002187,0.894111
6188,0.002188,0.89899
6189,0.002189,0.900617
6190,0.00219,0.903869
6191,0.002191,0.905495
6192,0.002192,0.907122
6193,0.002193,0.907122
6194,0.002194,0.910374
6195,0.002195,0.913627
6196,0.002196,0.915253
6197,0.002197,0.918506
6198,0.002198,0.921758
6199,0.002199,0.921758
6200,0.0022,0.921758
6201,0.002201,0.923385
6202,0.002202,0.928264
6203,0.002203,0.928264
6204,0.002204,0.933143
6205,0.002205,0.933143
6206,0.002206,0.936395
6207,0.002207,0.936395
6208,0.002208,0.933143
6209,0.002209,0.939648
6210,0.00221,0.939648
6211,0.002211,0.944527
6212,0.002212,0.944527
6213,0.002213,0.944527
6214,0.002214,0.9429
6215,0.002215,0.946153
6216,0.002216,0.946153
6217,0.002217,0.951032
6218,0.002218,0.952658
6219,0.002219,0.952658
6220,0.00222,0.955911
6221,0.002221,0.954284
6222,0.002222,0.955911
6223,0.002223,0.957537
6224,0.002224,0.957537
6225,0.002225,0.96079
6226,0.002226,0.96079
6227,0.002227,0.962416
6228,0.002228,0.959163
6229,0.002229,0.96079
6230,0.00223,0.964042
6231,0.002231,0.962416
6232,0.002232,0.967295
6233,0.002233,0.967295
6234,0.002234,0.968921
6235,0.002235,0.965669
6236,0.002236,0.964042
6237,0.002237,0.965669
6238,0.002238,0.970548
6239,0.002239,0.970548
6240,0.00224,0.970548
6241,0.002241,0.970548
6242,0.002242,0.968921
6243,0.002243,0.967295
6244,0.002244,0.968921
6245,0.002245,0.970548
6246,0.002246,0.972174
6247,0.002247,0.9738
6248,0.002248,0.9738
6249,0.002249,0.972174
6250,0.00225,0.968921
6251,0.002251,0.972174
6252,0.002252,0.970548
6253,0.002253,0.972174
6254,0.002254,0.9738
6255,0.002255,0.9738
6256,0.002256,0.967295
6257,0.002257,0.968921
6258,0.002258,0.968921
6259,0.002259,0.968921
6260,0.00226,0.970548
6261,0.002261,0.972174
6262,0.002262,0.972174
6263,0.002263,0.970548
6264,0.002264,0.964042
6265,0.002265,0.965669
6266,0.002266,0.967295
6267,0.002267,0.968921
6268,0.002268,0.970548
6269,0.002269,0.964042
6270,0.00227,0.964042
6271,0.002271,0.964042
6272,0.002272,0.962416
6273,0.002273,0.96079
6274,0.002274,0.962416
6275,0.002275,0.962416
6276,0.002276,0.959163
6277,0.002277,0.959163
6278,0.002278,0.957537
6279,0.002279,0.954284
6280,0.00228,0.954284
6281,0.002281,0.954284
6282,0.002282,0.954284
6283,0.002283,0.954284
6284,0.002284,0.949406
6285,0.002285,0.946153
6286,0.002286,0.944527
6287,0.002287,0.947779
6288,0.002288,0.944527
6289,0.002289,0.944527
6290,0.00229,0.941274
6291,0.002291,0.941274
6292,0.002292,0.936395
6293,0.002293,0.936395
6294,0.002294,0.934769
6295,0.002295,0.934769
6296,0.002296,0.936395
6297,0.002297,0.92989
6298,0.002298,0.92989
6299,0.002299,0.925011
6300,0.0023,0.925011
6301,0.002301,0.925011
6302,0.002302,0.921758
6303,0.002303,0.921758
6304,0.002304,0.918506
6305,0.002305,0.913627
6306,0.002306,0.913627
6307,0.002307,0.912001
6308,0.002308,0.908748
6309,0.002309,0.907122
6310,0.00231,0.907122
6311,0.002311,0.903869
6312,0.002312,0.897364
6313,0.002313,0.895738
6314,0.002314,0.894111
6315,0.002315,0.890859
6316,0.002316,0.890859
6317,0.002317,0.890859
6318,0.002318,0.887606
6319,0.002319,0.881101
6320,0.00232,0.879475
6321,0.002321,0.876222
6322,0.002322,0.874596
6323,0.002323,0.874596
6324,0.002324,0.869717
6325,0.002325,0.866464
6326,0.002326,0.863212
6327,0.002327,0.858333
6328,0.002328,0.858333
6329,0.002329,0.85508
6330,0.00233,0.853454
6331,0.002331,0.850201
6332,0.002332,0.848575
6333,0.002333,0.84207
6334,0.002334,0.84207
6335,0.002335,0.837191
6336,0.002336,0.833938
6337,0.002337,0.833938
6338,0.002338,0.829059
6339,0.002339,0.825807
6340,0.00234,0.820928
6341,0.002341,0.819301
6342,0.002342,0.812796
6343,0.002343,0.81117
6344,0.002344,0.807917
6345,0.002345,0.807917
6346,0.002346,0.804665
6347,0.002347,0.79816
6348,0.002348,0.793281
6349,0.002349,0.790028
6350,0.00235,0.786775
6351,0.002351,0.785149
6352,0.002352,0.781897
6353,0.002353,0.777018
6354,0.002354,0.773765
6355,0.002355,0.768886
6356,0.002356,0.764007
6357,0.002357,0.762381
6358,0.002358,0.759128
6359,0.002359,0.755876
6360,0.00236,0.750997
6361,0.002361,0.747744
6362,0.002362,0.742865
6363,0.002363,0.737986
6364,0.002364,0.733107
6365,0.002365,0.729855
6366,0.002366,0.726602
6367,0.002367,0.724976
6368,0.002368,0.718471
6369,0.002369,0.713592
6370,0.00237,0.708713
6371,0.002371,0.70546
6372,0.002372,0.702208
6373,0.002373,0.698955
6374,0.002374,0.695702
6375,0.002375,0.687571
6376,0.002376,0.682692
6377,0.002377,0.679439
6378,0.002378,0.676187
6379,0.002379,0.672934
6380,0.00238,0.669682
6381,0.002381,0.663176
6382,0.002382,0.658298
6383,0.002383,0.651792
6384,0.002384,0.646913
6385,0.002385,0.643661
6386,0.002386,0.638782
6387,0.002387,0.637156
6388,0.002388,0.633903
6389,0.002389,0.625772
6390,0.00239,0.619266
6391,0.002391,0.612761
6392,0.002392,0.609509
6393,0.002393,0.609509
6394,0.002394,0.606256
6395,0.002395,0.596498
6396,0.002396,0.593246
6397,0.002397,0.58674
6398,0.002398,0.581861
6399,0.002399,0.578609
6400,0.0024,0.575356
6401,0.002401,0.568851
6402,0.002402,0.563972
6403,0.002403,0.557467
6404,0.002404,0.550962
6405,0.002405,0.547709
6406,0.002406,0.541204
6407,0.002407,0.537951
6408,0.002408,0.536325
6409,0.002409,0.52982
6410,0.00241,0.523315
6411,0.002411,0.516809
6412,0.002412,0.510304
6413,0.002413,0.508678
6414,0.002414,0.502173
6415,0.002415,0.49892
6416,0.002416,0.494041
6417,0.002417,0.48591
6418,0.002418,0.479404
6419,0.002419,0.472899
6420,0.00242,0.46802
6421,0.002421,0.464768
6422,0.002422,0.461515
6423,0.002423,0.456636
6424,0.002424,0.450131
6425,0.002425,0.443626
6426,0.002426,0.435494
6427,0.002427,0.433868
6428,0.002428,0.427363
6429,0.002429,0.42411
6430,0.00243,0.417605
6431,0.002431,0.409473
6432,0.002432,0.404594
6433,0.002433,0.398089
6434,0.002434,0.39321
6435,0.002435,0.389958
6436,0.002436,0.383453
6437,0.002437,0.378574
6438,0.002438,0.368816
6439,0.002439,0.365563
6440,0.00244,0.357432
6441,0.002441,0.354179
6442,0.002442,0.347674
6443,0.002443,0.344421
6444,0.002444,0.339542
6445,0.002445,0.331411
6446,0.002446,0.324906
6447,0.002447,0.3184
6448,0.002448,0.313522
6449,0.002449,0.308643
6450,0.00245,0.303764
6451,0.002451,0.297259
6452,0.002452,0.29238
6453,0.002453,0.280996
6454,0.002454,0.277743
6455,0.002455,0.272864
6456,0.002456,0.269611
6457,0.002457,0.263106
6458,0.002458,0.256601
6459,0.002459,0.250096
6460,0.00246,0.243591
6461,0.002461,0.237085
6462,0.002462,0.23058
6463,0.002463,0.225701
6464,0.002464,0.220822
6465,0.002465,0.215943
6466,0.002466,0.207812
6467,0.002467,0.201307
6468,0.002468,0.194802
6469,0.002469,0.188296
6470,0.00247,0.183417
6471,0.002471,0.180165
6472,0.002472,0.175286
6473,0.002473,0.167154
6474,0.002474,0.160649
6475,0.002475,0.152518
6476,0.002476,0.146012
6477,0.002477,0.141134
6478,0.002478,0.137881
6479,0.002479,0.133002
6480,0.00248,0.123244
6481,0.002481,0.118365
6482,0.002482,0.108608
6483,0.002483,0.102102
6484,0.002484,0.0988497
6485,0.002485,0.0939708
6486,0.002486,0.0874656
6487,0.002487,0.0825867
6488,0.002488,0.0760815
6489,0.002489,0.06795
6490,0.00249,0.0614448
6491,0.002491,0.0565659
6492,0.002492,0.0533133
6493,0.002493,0.0451818
6494,0.002494,0.0386765
6495,0.002495,0.0321713
6496,0.002496,0.0256661
6497,0.002497,0.0207872
6498,0.002498,0.0159083
6499,0.002499,0.00777681
6500,0.0025,0.0045242
6501,0.002501,-0.00360731
6502,0.002502,-0.0101125
6503,0.002503,-0.0166177
6504,0.002504,-0.0214966
6505,0.002505,-0.0280018
6506,0.002506,-0.034507
6507,0.002507,-0.0377596
6508,0.002508,-0.0458912
6509,0.002509,-0.0491438
6510,0.00251,-0.0589016
6511,0.002511,-0.0654068
6512,0.002512,-0.0702857
6513,0.002513,-0.0767909
6514,0.002514,-0.0816698
6515,0.002515,-0.0898013
6516,0.002516,-0.0963065
6517,0.002517,-0.101185
6518,0.002518,-0.107691
6519,0.002519,-0.11257
6520,0.00252,-0.119075
6521,0.002521,-0.12558
6522,0.002522,-0.132085
6523,0.002523,-0.13859
6524,0.002524,-0.143469
6525,0.002525,-0.149974
6526,0.002526,-0.158106
6527,0.002527,-0.161359
6528,0.002528,-0.16949
6529,0.002529,-0.171116
6530,0.00253,-0.180874
6531,0.002531,-0.187379
6532,0.002532,-0.190632
6533,0.002533,-0.197137
6534,0.002534,-0.203642
6535,0.002535,-0.210148
6536,0.002536,-0.215027
6537,0.002537,-0.221532
6538,0.002538,-0.229663
6539,0.002539,-0.232916
6540,0.00254,-0.239421
6541,0.002541,-0.245926
6542,0.002542,-0.252432
6543,0.002543,-0.258937
6544,0.002544,-0.263816
6545,0.002545,-0.268695
6546,0.002546,-0.276826
6547,0.002547,-0.280079
6548,0.002548,-0.286584
6549,0.002549,-0.293089
6550,0.00255,-0.297968
6551,0.002551,-0.302847
6552,0.002552,-0.309352
6553,0.002553,-0.315857
6554,0.002554,-0.322362
6555,0.002555,-0.328868
6556,0.002556,-0.333747
6557,0.002557,-0.338625
6558,0.002558,-0.345131
6559,0.002559,-0.35001
6560,0.00256,-0.353262
6561,0.002561,-0.364646
6562,0.002562,-0.366273
6563,0.002563,-0.37603
6564,0.002564,-0.379283
6565,0.002565,-0.384162
6566,0.002566,-0.389041
6567,0.002567,-0.395546
6568,0.002568,-0.402051
6569,0.002569,-0.408556
6570,0.00257,-0.411809
6571,0.002571,-0.418314
6572,0.002572,-0.424819
6573,0.002573,-0.428072
6574,0.002574,-0.434577
6575,0.002575,-0.439456
6576,0.002576,-0.445961
6577,0.002577,-0.452467
6578,0.002578,-0.455719
6579,0.002579,-0.462224
6580,0.00258,-0.467103
6581,0.002581,-0.471982
6582,0.002582,-0.478487
6583,0.002583,-0.484993
6584,0.002584,-0.488245
6585,0.002585,-0.493124
6586,0.002586,-0.498003
6587,0.002587,-0.504508
6588,0.002588,-0.507761
6589,0.002589,-0.515892
6590,0.00259,-0.519145
6591,0.002591,-0.52565
6592,0.002592,-0.530529
6593,0.002593,-0.537034
6594,0.002594,-0.538661
6595,0.002595,-0.546792
6596,0.002596,-0.550045
6597,0.002597,-0.553297
6598,0.002598,-0.561429
6599,0.002599,-0.564681
6600,0.0026,-0.56956
6601,0.002601,-0.576066
6602,0.002602,-0.579318
6603,0.002603,-0.584197
6604,0.002604,-0.589076
6605,0.002605,-0.592329
6606,0.002606,-0.60046
6607,0.002607,-0.605339
6608,0.002608,-0.610218
6609,0.002609,-0.61347
6610,0.00261,-0.618349
6611,0.002611,-0.624855
6612,0.002612,-0.628107
6613,0.002613,-0.63136
6614,0.002614,-0.637865
6615,0.002615,-0.64437
6616,0.002616,-0.647623
6617,0.002617,-0.650875
6618,0.002618,-0.654128
6619,0.002619,-0.659007
6620,0.00262,-0.663886
6621,0.002621,-0.670391
6622,0.002622,-0.673644
6623,0.002623,-0.676896
6624,0.002624,-0.680149
6625,0.002625,-0.685028
6626,0.002626,-0.689907
6627,0.002627,-0.694786
6628,0.002628,-0.699665
6629,0.002629,-0.70617
6630,0.00263,-0.70617
6631,0.002631,-0.711049
6632,0.002632,-0.714301
6633,0.002633,-0.717554
6634,0.002634,-0.724059
6635,0.002635,-0.730564
6636,0.002636,-0.732191
6637,0.002637,-0.735443
6638,0.002638,-0.738696
6639,0.002639,-0.741948
6640,0.00264,-0.748454
6641,0.002641,-0.753332
6642,0.002642,-0.756585
6643,0.002643,-0.759838
6644,0.002644,-0.76309
6645,0.002645,-0.767969
6646,0.002646,-0.771222
6647,0.002647,-0.774474
6648,0.002648,-0.78098
6649,0.002649,-0.784232
6650,0.00265,-0.787485
6651,0.002651,-0.790737
6652,0.002652,-0.79399
6653,0.002653,-0.797243
6654,0.002654,-0.798869
6655,0.002655,-0.805374
6656,0.002656,-0.808627
6657,0.002657,-0.811879
6658,0.002658,-0.815132
6659,0.002659,-0.815132
6660,0.00266,-0.820011
6661,0.002661,-0.821637
6662,0.002662,-0.828142
6663,0.002663,-0.831395
6664,0.002664,-0.834648
6665,0.002665,-0.834648
6666,0.002666,-0.839526
6667,0.002667,-0.842779
6668,0.002668,-0.846032
6669,0.002669,-0.850911
6670,0.00267,-0.850911
6671,0.002671,-0.855789
6672,0.002672,-0.855789
6673,0.002673,-0.860668
6674,0.002674,-0.863921
6675,0.002675,-0.867174
6676,0.002676,-0.870426
6677,0.002677,-0.872053
6678,0.002678,-0.873679
6679,0.002679,-0.875305
6680,0.00268,-0.878558
6681,0.002681,-0.883437
6682,0.002682,-0.886689
6683,0.002683,-0.889942
6684,0.002684,-0.891568
6685,0.002685,-0.893194
6686,0.002686,-0.893194
6687,0.002687,-0.896447
6688,0.002688,-0.8997
6689,0.002689,-0.902952
6690,0.00269,-0.906205
6691,0.002691,-0.906205
6692,0.002692,-0.909457
6693,0.002693,-0.911084
6694,0.002694,-0.91271
6695,0.002695,-0.915963
6696,0.002696,-0.919215
6697,0.002697,-0.919215
6698,0.002698,-0.924094
6699,0.002699,-0.924094
6700,0.0027,-0.924094
6701,0.002701,-0.925721
6702,0.002702,-0.928973
6703,0.002703,-0.930599
6704,0.002704,-0.933852
6705,0.002705,-0.935478
6706,0.002706,-0.935478
6707,0.002707,-0.938731
6708,0.002708,-0.937105
6709,0.002709,-0.940357
6710,0.00271,-0.941984
6711,0.002711,-0.945236
6712,0.002712,-0.94361
6713,0.002713,-0.946862
6714,0.002714,-0.945236
6715,0.002715,-0.950115
6716,0.002716,-0.950115
6717,0.002717,-0.951741
6718,0.002718,-0.953368
6719,0.002719,-0.953368
6720,0.00272,-0.95662
6721,0.002721,-0.954994
6722,0.002722,-0.958247
6723,0.002723,-0.958247
6724,0.002724,-0.961499
6725,0.002725,-0.961499
6726,0.002726,-0.961499
6727,0.002727,-0.963125
6728,0.002728,-0.963125
6729,0.002729,-0.966378
6730,0.00273,-0.966378
6731,0.002731,-0.964752
6732,0.002732,-0.968004
6733,0.002733,-0.968004
6734,0.002734,-0.968004
6735,0.002735,-0.968004
6736,0.002736,-0.968004
6737,0.002737,-0.971257
6738,0.002738,-0.972883
6739,0.002739,-0.972883
6740,0.00274,-0.971257
6741,0.002741,-0.972883
6742,0.002742,-0.969631
6743,0.002743,-0.969631
6744,0.002744,-0.972883
6745,0.002745,-0.972883
6746,0.002746,-0.976136
6747,0.002747,-0.976136
6748,0.002748,-0.972883
6749,0.002749,-0.97451
6750,0.00275,-0.972883
6751,0.002751,-0.976136
6752,0.002752,-0.976136
6753,0.002753,-0.976136
6754,0.002754,-0.972883
6755,0.002755,-0.97451
6756,0.002756,-0.972883
6757,0.002757,-0.971257
6758,0.002758,-0.972883
6759,0.002759,-0.972883
6760,0.00276,-0.972883
6761,0.002761,-0.969631
6762,0.002762,-0.969631
6763,0.002763,-0.972883
6764,0.002764,-0.969631
6765,0.002765,-0.969631
6766,0.002766,-0.969631
6767,0.002767,-0.969631
6768,0.002768,-0.968004
6769,0.002769,-0.966378
6770,0.00277,-0.966378
6771,0.002771,-0.964752
6772,0.002772,-0.964752
6773,0.002773,-0.963125
6774,0.002774,-0.963125
6775,0.002775,-0.961499
6776,0.002776,-0.961499
6777,0.002777,-0.961499
6778,0.002778,-0.959873
6779,0.002779,-0.95662
6780,0.00278,-0.958247
6781,0.002781,-0.954994
6782,0.002782,-0.954994
6783,0.002783,-0.954994
6784,0.002784,-0.953368
6785,0.002785,-0.950115
6786,0.002786,-0.948489
6787,0.002787,-0.948489
6788,0.002788,-0.946862
6789,0.002789,-0.946862
6790,0.00279,-0.94361
6791,0.002791,-0.94361
6792,0.002792,-0.940357
6793,0.002793,-0.938731
6794,0.002794,-0.937105
6795,0.002795,-0.937105
6796,0.002796,-0.937105
6797,0.002797,-0.935478
6798,0.002798,-0.933852
6799,0.002799,-0.927347
6800,0.0028,-0.927347
6801,0.002801,-0.925721
6802,0.002802,-0.922468
6803,0.002803,-0.922468
6804,0.002804,-0.920842
6805,0.002805,-0.917589
6806,0.002806,-0.915963
6807,0.002807,-0.91271
6808,0.002808,-0.909457
6809,0.002809,-0.909457
6810,0.00281,-0.907831
6811,0.002811,-0.904579
6812,0.002812,-0.902952
6813,0.002813,-0.8997
6814,0.002814,-0.898073
6815,0.002815,-0.894821
6816,0.002816,-0.893194
6817,0.002817,-0.891568
6818,0.002818,-0.888316
6819,0.002819,-0.885063
6820,0.00282,-0.88181
6821,0.002821,-0.878558
6822,0.002822,-0.875305
6823,0.002823,-0.875305
6824,0.002824,-0.872053
6825,0.002825,-0.867174
6826,0.002826,-0.867174
6827,0.002827,-0.863921
6828,0.002828,-0.860668
6829,0.002829,-0.857416
6830,0.00283,-0.855789
6831,0.002831,-0.852537
6832,0.002832,-0.849284
6833,0.002833,-0.846032
6834,0.002834,-0.842779
6835,0.002835,-0.839526
6836,0.002836,-0.836274
6837,0.002837,-0.834648
6838,0.002838,-0.831395
6839,0.002839,-0.828142
6840,0.00284,-0.82489
6841,0.002841,-0.818385
6842,0.002842,-0.816758
6843,0.002843,-0.813506
6844,0.002844,-0.811879
6845,0.002845,-0.808627
6846,0.002846,-0.805374
6847,0.002847,-0.800495
6848,0.002848,-0.797243
6849,0.002849,-0.79399
6850,0.00285,-0.790737
6851,0.002851,-0.787485
6852,0.002852,-0.784232
6853,0.002853,-0.779353
6854,0.002854,-0.776101
6855,0.002855,-0.772848
6856,0.002856,-0.766343
6857,0.002857,-0.76309
6858,0.002858,-0.761464
6859,0.002859,-0.758211
6860,0.00286,-0.751706
6861,0.002861,-0.746827
6862,0.002862,-0.743575
6863,0.002863,-0.740322
6864,0.002864,-0.737069
6865,0.002865,-0.732191
6866,0.002866,-0.728938
6867,0.002867,-0.727312
6868,0.002868,-0.720806
6869,0.002869,-0.714301
6870,0.00287,-0.711049
6871,0.002871,-0.70617
6872,0.002872,-0.702917
6873,0.002873,-0.701291
6874,0.002874,-0.694786
6875,0.002875,-0.693159
6876,0.002876,-0.686654
6877,0.002877,-0.680149
6878,0.002878,-0.676896
6879,0.002879,-0.673644
6880,0.00288,-0.668765
6881,0.002881,-0.665512
6882,0.002882,-0.660633
6883,0.002883,-0.654128
6884,0.002884,-0.649249
6885,0.002885,-0.645997
6886,0.002886,-0.641118
6887,0.002887,-0.637865
6888,0.002888,-0.634612
6889,0.002889,-0.629734
6890,0.00289,-0.623228
6891,0.002891,-0.616723
6892,0.002892,-0.61347
6893,0.002893,-0.608592
6894,0.002894,-0.605339
6895,0.002895,-0.60046
6896,0.002896,-0.593955
6897,0.002897,-0.589076
6898,0.002898,-0.582571
6899,0.002899,-0.579318
6900,0.0029,-0.576066
6901,0.002901,-0.571187
6902,0.002902,-0.566308
6903,0.002903,-0.559803
6904,0.002904,-0.553297
6905,0.002905,-0.550045
6906,0.002906,-0.54354
6907,0.002907,-0.540287
6908,0.002908,-0.537034
6909,0.002909,-0.530529
6910,0.00291,-0.527277
6911,0.002911,-0.519145
6912,0.002912,-0.51264
6913,0.002913,-0.507761
6914,0.002914,-0.504508
6915,0.002915,-0.498003
6916,0.002916,-0.496377
6917,0.002917,-0.486619
6918,0.002918,-0.48174
6919,0.002919,-0.476861
6920,0.00292,-0.470356
6921,0.002921,-0.467103
6922,0.002922,-0.462224
6923,0.002923,-0.458972
6924,0.002924,-0.45084
6925,0.002925,-0.444335
6926,0.002926,-0.43783
6927,0.002927,-0.432951
6928,0.002928,-0.428072
6929,0.002929,-0.423193
6930,0.00293,-0.419941
6931,0.002931,-0.413435
6932,0.002932,-0.40693
6933,0.002933,-0.400425
6934,0.002934,-0.39392
6935,0.002935,-0.390667
6936,0.002936,-0.385788
6937,0.002937,-0.379283
6938,0.002938,-0.374404
6939,0.002939,-0.366273
6940,0.00294,-0.359767
6941,0.002941,-0.353262
6942,0.002942,-0.35001
6943,0.002943,-0.343504
6944,0.002944,-0.338625
6945,0.002945,-0.333747
6946,0.002946,-0.325615
6947,0.002947,-0.322362
6948,0.002948,-0.312605
6949,0.002949,-0.309352
6950,0.00295,-0.304473
6951,0.002951,-0.299594
6952,0.002952,-0.293089
6953,0.002953,-0.28821
6954,0.002954,-0.281705
6955,0.002955,-0.2752
6956,0.002956,-0.268695
6957,0.002957,-0.262189
6958,0.002958,-0.258937
6959,0.002959,-0.252432
6960,0.00296,-0.2443
6961,0.002961,-0.239421
6962,0.002962,-0.232916
6963,0.002963,-0.226411
6964,0.002964,-0.221532
6965,0.002965,-0.216653
6966,0.002966,-0.211774
6967,0.002967,-0.203642
6968,0.002968,-0.197137
6969,0.002969,-0.190632
6970,0.00297,-0.185753
6971,0.002971,-0.180874
6972,0.002972,-0.174369
6973,0.002973,-0.16949
6974,0.002974,-0.161359
6975,0.002975,-0.15648
6976,0.002976,-0.149974
6977,0.002977,-0.143469
6978,0.002978,-0.140217
6979,0.002979,-0.133711
6980,0.00298,-0.12558
6981,0.002981,-0.119075
6982,0.002982,-0.11257
6983,0.002983,-0.106064
6984,0.002984,-0.101185
6985,0.002985,-0.0946802
6986,0.002986,-0.0898013
6987,0.002987,-0.0832961
6988,0.002988,-0.0767909
6989,0.002989,-0.0702857
6990,0.00299,-0.0637805
6991,0.002991,-0.0589016
6992,0.002992,-0.0523964
6993,0.002993,-0.0475175
6994,0.002994,-0.0410122
6995,0.002995,-0.034507
6996,0.002996,-0.0280018
6997,0.002997,-0.0214966
6998,0.002998,-0.0166177
6999,0.002999,-0.0117388
7000,0.003,-0.00523361
7001,0.003001,0.0012716
7002,0.003002,0.00777681
7003,0.003003,0.014282
7004,0.003004,0.0207872
7005,0.003005,0.0272924
7006,0.003006,0.0337976
7007,0.003007,0.0370502
7008,0.003008,0.0451818
7009,0.003009,0.051687
7010,0.00301,0.0581922
7011,0.003011,0.0646974
7012,0.003012,0.0695763
7013,0.003013,0.0728289
7014,0.003014,0.0809604
7015,0.003015,0.0858393
7016,0.003016,0.0955971
7017,0.003017,0.102102
7018,0.003018,0.105355
7019,0.003019,0.11186
7020,0.00302,0.115113
7021,0.003021,0.123244
7022,0.003022,0.129749
7023,0.003023,0.136255
7024,0.003024,0.144386
7025,0.003025,0.150891
7026,0.003026,0.152518
7027,0.003027,0.160649
7028,0.003028,0.165528
7029,0.003029,0.172033
7030,0.00303,0.180165
7031,0.003031,0.18667
7032,0.003032,0.191549
7033,0.003033,0.196428
7034,0.003034,0.201307
7035,0.003035,0.207812
7036,0.003036,0.214317
7037,0.003037,0.220822
7038,0.003038,0.228954
7039,0.003039,0.233833
7040,0.00304,0.238712
7041,0.003041,0.245217
7042,0.003042,0.250096
7043,0.003043,0.256601
7044,0.003044,0.263106
7045,0.003045,0.272864
7046,0.003046,0.276117
7047,0.003047,0.280996
7048,0.003048,0.284248
7049,0.003049,0.290753
7050,0.00305,0.297259
7051,0.003051,0.303764
7052,0.003052,0.310269
7053,0.003053,0.316774
7054,0.003054,0.321653
7055,0.003055,0.326532
7056,0.003056,0.333037
7057,0.003057,0.337916
7058,0.003058,0.342795
7059,0.003059,0.3493
7060,0.00306,0.357432
7061,0.003061,0.360684
7062,0.003062,0.365563
7063,0.003063,0.370442
7064,0.003064,0.376947
7065,0.003065,0.383453
7066,0.003066,0.389958
7067,0.003067,0.396463
7068,0.003068,0.401342
7069,0.003069,0.404594
7070,0.00307,0.4111
7071,0.003071,0.414352
7072,0.003072,0.422484
7073,0.003073,0.428989
7074,0.003074,0.435494
7075,0.003075,0.438747
7076,0.003076,0.443626
7077,0.003077,0.448505
7078,0.003078,0.45501
7079,0.003079,0.461515
7080,0.00308,0.466394
7081,0.003081,0.471273
7082,0.003082,0.476152
7083,0.003083,0.481031
7084,0.003084,0.48591
7085,0.003085,0.492415
